UserID,ProblemID,Difficulty,Topic,Solved
3,1135,Hard,Math,0
3,1153,Medium,Graphs,1
3,1073,Easy,Sorting,1
3,1026,Easy,Sorting,1
3,1173,Easy,Greedy,1
3,1076,Hard,Greedy,1
3,1059,Hard,Math,0
3,1093,Easy,Trees,1
3,1046,Easy,DP,0
3,1078,Hard,Strings,0
3,1004,Medium,Graphs,1
4,1045,Hard,Trees,0
4,1142,Easy,Greedy,0
4,1020,Easy,Math,1
4,1041,Easy,Sorting,1
4,1001,Medium,Arrays,1
4,1105,Easy,Sorting,1
4,1116,Medium,DP,0
4,1177,Easy,Trees,1
4,1153,Medium,Graphs,1
4,1121,Medium,Arrays,1
4,1075,Easy,Trees,0
4,1009,Easy,Math,0
4,1060,Hard,DP,0
4,1074,Hard,DP,0
4,1181,Easy,Math,0
4,1073,Easy,Sorting,1
4,1180,Hard,Math,0
4,1117,Easy,Graphs,1
4,1019,Hard,Trees,0
4,1176,Hard,Math,0
4,1188,Easy,Graphs,1
4,1068,Hard,Math,0
4,1161,Easy,Trees,1
4,1151,Easy,Sorting,1
4,1170,Easy,Arrays,1
4,1051,Medium,Trees,0
4,1109,Easy,Sorting,1
4,1030,Medium,Graphs,1
4,1140,Easy,Graphs,1
4,1058,Easy,Arrays,1
4,1166,Easy,Strings,0
4,1039,Hard,Strings,0
4,1069,Easy,Greedy,0
4,1037,Hard,Trees,0
4,1182,Easy,Trees,0
4,1016,Easy,Strings,0
4,1043,Easy,Math,1
4,1079,Medium,Sorting,0
4,1192,Medium,Trees,1
4,1146,Hard,Arrays,0
4,1187,Easy,Greedy,0
4,1113,Medium,Arrays,1
4,1032,Medium,Greedy,0
4,1120,Medium,Greedy,0
4,1078,Hard,Strings,0
5,1014,Hard,Strings,0
5,1049,Easy,DP,1
5,1133,Hard,Strings,1
5,1093,Easy,Trees,1
5,1160,Medium,Graphs,0
5,1194,Medium,Greedy,1
5,1128,Medium,Graphs,0
5,1161,Easy,Trees,1
5,1114,Medium,Arrays,0
5,1200,Medium,Strings,0
5,1053,Medium,Arrays,0
5,1069,Easy,Greedy,1
5,1141,Medium,DP,0
5,1034,Easy,Greedy,0
5,1074,Hard,DP,0
5,1113,Medium,Arrays,1
5,1179,Hard,Graphs,1
5,1125,Medium,Strings,1
5,1032,Medium,Greedy,0
5,1008,Medium,Trees,0
5,1162,Hard,DP,0
5,1156,Medium,DP,1
5,1062,Hard,Math,0
5,1041,Easy,Sorting,1
5,1080,Easy,Greedy,1
5,1142,Easy,Greedy,1
5,1004,Medium,Graphs,0
5,1175,Easy,Math,1
5,1105,Easy,Sorting,1
5,1024,Hard,Graphs,0
5,1058,Easy,Arrays,1
5,1030,Medium,Graphs,0
5,1119,Medium,Greedy,0
5,1031,Medium,DP,0
5,1166,Easy,Strings,0
5,1040,Easy,Sorting,0
5,1195,Medium,Trees,1
5,1075,Easy,Trees,1
5,1131,Medium,DP,0
5,1070,Hard,Graphs,0
5,1107,Hard,DP,0
5,1124,Hard,Greedy,1
5,1121,Medium,Arrays,1
5,1063,Hard,Greedy,0
5,1117,Easy,Graphs,0
5,1173,Easy,Greedy,0
5,1038,Easy,Greedy,1
5,1099,Medium,DP,1
5,1199,Easy,Greedy,1
5,1180,Hard,Math,0
5,1035,Medium,Arrays,0
5,1018,Medium,Graphs,1
5,1071,Easy,Sorting,1
5,1196,Medium,DP,0
5,1088,Medium,Greedy,1
5,1130,Easy,Greedy,1
5,1189,Hard,Strings,1
5,1001,Medium,Arrays,1
5,1073,Easy,Sorting,1
5,1077,Medium,Trees,1
5,1126,Easy,Trees,1
5,1039,Hard,Strings,0
5,1115,Easy,Sorting,1
5,1159,Hard,Greedy,1
5,1089,Medium,Sorting,0
5,1086,Hard,Graphs,0
5,1097,Hard,Graphs,1
6,1060,Hard,DP,1
6,1119,Medium,Greedy,0
6,1164,Hard,DP,1
6,1066,Medium,Sorting,0
6,1118,Hard,Graphs,1
6,1197,Medium,Math,1
6,1171,Hard,Greedy,0
6,1003,Easy,Graphs,1
6,1120,Medium,Greedy,0
6,1074,Hard,DP,0
6,1174,Easy,Greedy,1
6,1140,Easy,Graphs,1
6,1041,Easy,Sorting,1
6,1019,Hard,Trees,0
6,1114,Medium,Arrays,1
6,1089,Medium,Sorting,0
6,1151,Easy,Sorting,1
6,1077,Medium,Trees,1
6,1198,Medium,Arrays,1
6,1109,Easy,Sorting,1
6,1177,Easy,Trees,1
6,1065,Medium,Arrays,0
6,1117,Easy,Graphs,1
6,1078,Hard,Strings,1
6,1051,Medium,Trees,1
6,1099,Medium,DP,1
6,1124,Hard,Greedy,0
6,1028,Easy,Strings,1
6,1061,Medium,Graphs,1
6,1098,Easy,Greedy,1
6,1147,Easy,Trees,1
6,1092,Easy,Trees,1
6,1148,Hard,Arrays,1
7,1136,Medium,Arrays,1
7,1129,Easy,Graphs,0
7,1070,Hard,Graphs,1
7,1043,Easy,Math,1
7,1066,Medium,Sorting,1
7,1124,Hard,Greedy,0
7,1076,Hard,Greedy,0
7,1192,Medium,Trees,0
7,1087,Medium,Math,1
7,1030,Medium,Graphs,1
7,1120,Medium,Greedy,1
7,1020,Easy,Math,0
7,1037,Hard,Trees,0
7,1058,Easy,Arrays,1
7,1174,Easy,Greedy,1
7,1173,Easy,Greedy,1
7,1102,Medium,Graphs,0
7,1143,Medium,Greedy,1
7,1094,Medium,Arrays,1
7,1024,Hard,Graphs,1
7,1184,Medium,Graphs,1
7,1004,Medium,Graphs,0
7,1068,Hard,Math,0
7,1138,Hard,Graphs,0
7,1032,Medium,Greedy,0
7,1117,Easy,Graphs,1
7,1095,Medium,Graphs,1
7,1185,Easy,Greedy,0
7,1178,Medium,Strings,1
7,1150,Medium,Math,1
7,1098,Easy,Greedy,1
7,1164,Hard,DP,1
7,1096,Easy,Strings,0
7,1028,Easy,Strings,1
7,1060,Hard,DP,0
7,1121,Medium,Arrays,0
7,1007,Easy,Arrays,1
7,1159,Hard,Greedy,1
7,1144,Medium,Math,0
7,1084,Easy,Arrays,1
7,1157,Medium,Arrays,0
7,1057,Easy,Trees,1
7,1017,Medium,Arrays,1
7,1119,Medium,Greedy,1
7,1078,Hard,Strings,1
7,1105,Easy,Sorting,1
7,1191,Medium,Math,1
7,1036,Easy,Arrays,1
7,1012,Medium,Strings,0
7,1010,Hard,Arrays,0
7,1156,Medium,DP,1
7,1127,Easy,Math,1
7,1154,Easy,DP,1
7,1025,Hard,Graphs,0
7,1061,Medium,Graphs,0
7,1177,Easy,Trees,0
7,1035,Medium,Arrays,0
7,1100,Medium,Math,0
7,1175,Easy,Math,1
7,1186,Easy,Trees,1
7,1139,Hard,DP,0
8,1187,Easy,Greedy,1
8,1169,Easy,Graphs,1
8,1134,Easy,Sorting,1
8,1078,Hard,Strings,0
8,1118,Hard,Graphs,0
8,1165,Hard,Arrays,1
8,1008,Medium,Trees,1
8,1016,Easy,Strings,1
8,1123,Medium,Strings,1
8,1103,Easy,Arrays,1
8,1110,Easy,Sorting,1
8,1176,Hard,Math,1
8,1028,Easy,Strings,1
8,1126,Easy,Trees,1
8,1183,Easy,Strings,1
8,1114,Medium,Arrays,0
8,1019,Hard,Trees,1
8,1021,Hard,Strings,0
8,1083,Medium,Arrays,1
8,1156,Medium,DP,0
9,1081,Easy,Arrays,0
9,1110,Easy,Sorting,0
9,1200,Medium,Strings,1
9,1171,Hard,Greedy,0
9,1066,Medium,Sorting,1
9,1096,Easy,Strings,1
9,1040,Easy,Sorting,1
9,1176,Hard,Math,1
9,1122,Medium,Trees,1
9,1018,Medium,Graphs,1
9,1024,Hard,Graphs,0
9,1022,Medium,Graphs,0
9,1190,Medium,Graphs,1
9,1111,Easy,Math,1
9,1025,Hard,Graphs,1
9,1195,Medium,Trees,1
9,1034,Easy,Greedy,1
9,1143,Medium,Greedy,1
9,1016,Easy,Strings,1
9,1151,Easy,Sorting,1
9,1144,Medium,Math,0
9,1180,Hard,Math,0
9,1085,Easy,Arrays,1
9,1172,Easy,Sorting,1
9,1032,Medium,Greedy,0
9,1106,Medium,Trees,0
9,1091,Hard,Greedy,1
10,1087,Medium,Math,1
10,1090,Easy,Sorting,1
10,1002,Medium,Greedy,1
10,1047,Medium,Graphs,1
10,1037,Hard,Trees,1
10,1145,Medium,Math,1
10,1169,Easy,Graphs,1
10,1103,Easy,Arrays,1
10,1018,Medium,Graphs,1
10,1196,Medium,DP,0
10,1190,Medium,Graphs,1
10,1163,Hard,Greedy,0
10,1008,Medium,Trees,0
10,1024,Hard,Graphs,0
10,1136,Medium,Arrays,0
10,1056,Hard,Strings,0
10,1097,Hard,Graphs,1
10,1108,Easy,Trees,0
10,1117,Easy,Graphs,1
10,1088,Medium,Greedy,1
10,1041,Easy,Sorting,0
10,1095,Medium,Graphs,0
10,1080,Easy,Greedy,1
10,1084,Easy,Arrays,1
10,1146,Hard,Arrays,0
10,1153,Medium,Graphs,1
10,1022,Medium,Graphs,1
10,1014,Hard,Strings,1
10,1040,Easy,Sorting,1
10,1180,Hard,Math,0
10,1159,Hard,Greedy,0
10,1013,Easy,Greedy,0
10,1021,Hard,Strings,0
10,1070,Hard,Graphs,1
10,1114,Medium,Arrays,0
10,1109,Easy,Sorting,1
10,1125,Medium,Strings,0
10,1156,Medium,DP,0
10,1166,Easy,Strings,1
10,1107,Hard,DP,0
10,1167,Hard,Trees,0
10,1185,Easy,Greedy,1
10,1132,Hard,Graphs,1
10,1030,Medium,Graphs,0
10,1089,Medium,Sorting,1
10,1111,Easy,Math,1
10,1029,Easy,Math,0
10,1073,Easy,Sorting,1
10,1152,Medium,Trees,0
10,1164,Hard,DP,0
10,1135,Hard,Math,0
10,1079,Medium,Sorting,1
10,1012,Medium,Strings,1
10,1057,Easy,Trees,1
11,1046,Easy,DP,1
11,1198,Medium,Arrays,0
11,1161,Easy,Trees,1
11,1127,Easy,Math,1
11,1119,Medium,Greedy,1
11,1194,Medium,Greedy,1
11,1145,Medium,Math,1
11,1149,Easy,DP,1
11,1115,Easy,Sorting,1
11,1175,Easy,Math,0
11,1195,Medium,Trees,1
11,1165,Hard,Arrays,0
11,1163,Hard,Greedy,0
11,1160,Medium,Graphs,1
11,1083,Medium,Arrays,0
11,1199,Easy,Greedy,1
11,1081,Easy,Arrays,1
11,1039,Hard,Strings,0
11,1113,Medium,Arrays,1
11,1018,Medium,Graphs,1
11,1121,Medium,Arrays,0
11,1114,Medium,Arrays,1
11,1162,Hard,DP,0
11,1078,Hard,Strings,0
12,1183,Easy,Strings,1
12,1022,Medium,Graphs,1
12,1130,Easy,Greedy,0
12,1166,Easy,Strings,1
12,1045,Hard,Trees,1
12,1011,Hard,DP,1
12,1064,Easy,DP,1
12,1182,Easy,Trees,1
12,1113,Medium,Arrays,1
12,1192,Medium,Trees,0
12,1135,Hard,Math,0
12,1134,Easy,Sorting,1
12,1157,Medium,Arrays,1
12,1041,Easy,Sorting,1
12,1094,Medium,Arrays,0
12,1096,Easy,Strings,1
12,1073,Easy,Sorting,1
12,1100,Medium,Math,1
12,1105,Easy,Sorting,1
12,1087,Medium,Math,0
12,1174,Easy,Greedy,1
12,1154,Easy,DP,1
12,1014,Hard,Strings,0
12,1162,Hard,DP,0
12,1197,Medium,Math,0
12,1086,Hard,Graphs,1
12,1017,Medium,Arrays,1
12,1085,Easy,Arrays,1
12,1025,Hard,Graphs,0
12,1143,Medium,Greedy,1
12,1099,Medium,DP,1
12,1184,Medium,Graphs,1
12,1065,Medium,Arrays,0
12,1155,Medium,Strings,1
12,1039,Hard,Strings,0
12,1175,Easy,Math,1
12,1021,Hard,Strings,0
12,1150,Medium,Math,0
12,1037,Hard,Trees,0
12,1090,Easy,Sorting,1
12,1080,Easy,Greedy,1
12,1101,Medium,Graphs,1
12,1034,Easy,Greedy,0
12,1153,Medium,Graphs,0
12,1199,Easy,Greedy,1
12,1160,Medium,Graphs,1
12,1144,Medium,Math,1
12,1097,Hard,Graphs,0
12,1173,Easy,Greedy,1
12,1033,Easy,Trees,1
12,1190,Medium,Graphs,1
12,1024,Hard,Graphs,0
12,1109,Easy,Sorting,1
12,1131,Medium,DP,1
12,1093,Easy,Trees,1
12,1005,Medium,Arrays,1
12,1146,Hard,Arrays,0
12,1167,Hard,Trees,1
13,1116,Medium,DP,1
13,1090,Easy,Sorting,1
13,1007,Easy,Arrays,0
13,1107,Hard,DP,0
13,1014,Hard,Strings,1
13,1102,Medium,Graphs,0
13,1129,Easy,Graphs,1
13,1096,Easy,Strings,1
13,1061,Medium,Graphs,1
13,1099,Medium,DP,1
13,1021,Hard,Strings,1
13,1193,Easy,Math,1
13,1058,Easy,Arrays,1
13,1008,Medium,Trees,1
13,1082,Medium,Greedy,1
13,1026,Easy,Sorting,1
13,1183,Easy,Strings,1
13,1167,Hard,Trees,0
13,1086,Hard,Graphs,1
13,1038,Easy,Greedy,1
13,1036,Easy,Arrays,1
13,1010,Hard,Arrays,0
13,1074,Hard,DP,0
13,1121,Medium,Arrays,1
13,1180,Hard,Math,0
13,1177,Easy,Trees,1
13,1115,Easy,Sorting,0
13,1158,Easy,Arrays,1
13,1002,Medium,Greedy,1
13,1190,Medium,Graphs,0
13,1005,Medium,Arrays,1
13,1066,Medium,Sorting,0
13,1056,Hard,Strings,0
13,1039,Hard,Strings,0
13,1141,Medium,DP,0
13,1156,Medium,DP,1
13,1136,Medium,Arrays,1
13,1109,Easy,Sorting,1
13,1029,Easy,Math,0
13,1178,Medium,Strings,1
13,1192,Medium,Trees,0
13,1078,Hard,Strings,0
13,1032,Medium,Greedy,0
14,1017,Medium,Arrays,0
14,1184,Medium,Graphs,1
14,1118,Hard,Graphs,0
14,1010,Hard,Arrays,0
14,1076,Hard,Greedy,0
14,1052,Easy,Sorting,1
14,1012,Medium,Strings,0
14,1195,Medium,Trees,1
14,1011,Hard,DP,0
14,1081,Easy,Arrays,1
14,1080,Easy,Greedy,1
14,1132,Hard,Graphs,1
14,1102,Medium,Graphs,1
14,1140,Easy,Graphs,1
14,1122,Medium,Trees,1
14,1065,Medium,Arrays,0
14,1197,Medium,Math,1
14,1166,Easy,Strings,1
14,1049,Easy,DP,1
14,1074,Hard,DP,1
14,1092,Easy,Trees,0
14,1013,Easy,Greedy,1
14,1168,Hard,Greedy,0
14,1085,Easy,Arrays,1
14,1070,Hard,Graphs,0
14,1032,Medium,Greedy,0
14,1095,Medium,Graphs,1
14,1112,Easy,Arrays,1
14,1103,Easy,Arrays,1
14,1113,Medium,Arrays,0
14,1099,Medium,DP,0
14,1087,Medium,Math,0
15,1009,Easy,Math,0
15,1033,Easy,Trees,1
15,1018,Medium,Graphs,0
15,1061,Medium,Graphs,1
15,1166,Easy,Strings,1
15,1094,Medium,Arrays,0
15,1093,Easy,Trees,0
15,1099,Medium,DP,0
15,1146,Hard,Arrays,0
15,1200,Medium,Strings,0
15,1155,Medium,Strings,1
15,1040,Easy,Sorting,0
15,1174,Easy,Greedy,1
15,1116,Medium,DP,0
15,1095,Medium,Graphs,0
15,1096,Easy,Strings,1
15,1114,Medium,Arrays,0
15,1020,Easy,Math,0
15,1147,Easy,Trees,1
15,1036,Easy,Arrays,1
15,1136,Medium,Arrays,0
15,1195,Medium,Trees,1
15,1102,Medium,Graphs,0
15,1081,Easy,Arrays,1
15,1167,Hard,Trees,1
15,1072,Hard,DP,1
15,1064,Easy,DP,1
15,1030,Medium,Graphs,1
15,1007,Easy,Arrays,0
15,1048,Hard,Graphs,0
15,1128,Medium,Graphs,0
15,1133,Hard,Strings,0
15,1100,Medium,Math,0
15,1144,Medium,Math,1
15,1031,Medium,DP,0
15,1068,Hard,Math,0
15,1067,Easy,Strings,1
15,1115,Easy,Sorting,1
15,1055,Medium,Math,0
15,1157,Medium,Arrays,0
15,1074,Hard,DP,1
15,1126,Easy,Trees,0
15,1052,Easy,Sorting,1
15,1032,Medium,Greedy,0
15,1035,Medium,Arrays,0
15,1019,Hard,Trees,0
15,1187,Easy,Greedy,0
15,1045,Hard,Trees,0
15,1184,Medium,Graphs,0
15,1023,Easy,Greedy,1
15,1082,Medium,Greedy,1
15,1089,Medium,Sorting,0
15,1017,Medium,Arrays,0
15,1141,Medium,DP,0
15,1139,Hard,DP,0
15,1075,Easy,Trees,1
15,1077,Medium,Trees,0
15,1041,Easy,Sorting,1
15,1153,Medium,Graphs,0
15,1194,Medium,Greedy,1
15,1131,Medium,DP,0
15,1058,Easy,Arrays,1
15,1161,Easy,Trees,0
15,1158,Easy,Arrays,1
15,1181,Easy,Math,1
15,1197,Medium,Math,1
15,1127,Easy,Math,1
15,1172,Easy,Sorting,1
15,1182,Easy,Trees,1
15,1186,Easy,Trees,1
15,1120,Medium,Greedy,0
16,1188,Easy,Graphs,1
16,1089,Medium,Sorting,1
16,1103,Easy,Arrays,1
16,1034,Easy,Greedy,1
16,1195,Medium,Trees,1
16,1095,Medium,Graphs,1
16,1132,Hard,Graphs,0
16,1144,Medium,Math,1
16,1028,Easy,Strings,1
16,1082,Medium,Greedy,1
16,1062,Hard,Math,0
16,1120,Medium,Greedy,0
16,1032,Medium,Greedy,0
16,1069,Easy,Greedy,1
16,1116,Medium,DP,0
16,1064,Easy,DP,1
16,1037,Hard,Trees,1
16,1025,Hard,Graphs,0
16,1013,Easy,Greedy,0
16,1075,Easy,Trees,1
16,1099,Medium,DP,1
16,1158,Easy,Arrays,1
16,1108,Easy,Trees,1
16,1185,Easy,Greedy,1
16,1041,Easy,Sorting,1
16,1084,Easy,Arrays,1
16,1148,Hard,Arrays,0
16,1081,Easy,Arrays,0
16,1049,Easy,DP,1
16,1176,Hard,Math,1
16,1128,Medium,Graphs,0
16,1194,Medium,Greedy,1
16,1189,Hard,Strings,0
16,1170,Easy,Arrays,1
16,1079,Medium,Sorting,1
16,1167,Hard,Trees,0
16,1006,Easy,Greedy,0
16,1024,Hard,Graphs,0
16,1101,Medium,Graphs,0
16,1130,Easy,Greedy,1
16,1118,Hard,Graphs,0
16,1190,Medium,Graphs,0
16,1056,Hard,Strings,0
16,1150,Medium,Math,1
16,1091,Hard,Greedy,0
16,1182,Easy,Trees,1
16,1155,Medium,Strings,1
16,1073,Easy,Sorting,1
16,1127,Easy,Math,0
16,1121,Medium,Arrays,0
16,1074,Hard,DP,0
16,1138,Hard,Graphs,0
16,1003,Easy,Graphs,1
16,1192,Medium,Trees,0
16,1111,Easy,Math,0
17,1185,Easy,Greedy,1
17,1014,Hard,Strings,0
17,1150,Medium,Math,0
17,1123,Medium,Strings,0
17,1044,Medium,Trees,0
17,1135,Hard,Math,0
17,1162,Hard,DP,1
17,1200,Medium,Strings,1
17,1159,Hard,Greedy,0
17,1098,Easy,Greedy,1
17,1038,Easy,Greedy,0
17,1175,Easy,Math,1
17,1063,Hard,Greedy,1
17,1009,Easy,Math,1
17,1147,Easy,Trees,1
17,1180,Hard,Math,1
17,1029,Easy,Math,1
17,1049,Easy,DP,0
17,1005,Medium,Arrays,0
17,1113,Medium,Arrays,1
17,1081,Easy,Arrays,1
17,1108,Easy,Trees,1
17,1039,Hard,Strings,0
17,1106,Medium,Trees,0
17,1053,Medium,Arrays,0
17,1177,Easy,Trees,0
17,1129,Easy,Graphs,1
17,1157,Medium,Arrays,1
17,1121,Medium,Arrays,1
17,1016,Easy,Strings,1
17,1036,Easy,Arrays,1
17,1133,Hard,Strings,0
17,1054,Medium,Graphs,1
17,1144,Medium,Math,1
17,1084,Easy,Arrays,1
17,1197,Medium,Math,1
17,1195,Medium,Trees,0
17,1097,Hard,Graphs,0
17,1193,Easy,Math,1
17,1045,Hard,Trees,0
17,1118,Hard,Graphs,0
17,1137,Medium,Math,1
17,1088,Medium,Greedy,0
17,1140,Easy,Graphs,1
18,1026,Easy,Sorting,1
18,1106,Medium,Trees,0
18,1085,Easy,Arrays,1
18,1184,Medium,Graphs,1
18,1121,Medium,Arrays,0
18,1175,Easy,Math,0
18,1198,Medium,Arrays,1
18,1036,Easy,Arrays,0
18,1002,Medium,Greedy,1
18,1141,Medium,DP,0
18,1041,Easy,Sorting,0
18,1105,Easy,Sorting,1
18,1168,Hard,Greedy,0
18,1122,Medium,Trees,0
18,1123,Medium,Strings,1
18,1167,Hard,Trees,0
18,1052,Easy,Sorting,0
18,1194,Medium,Greedy,1
18,1074,Hard,DP,1
18,1083,Medium,Arrays,1
18,1166,Easy,Strings,1
19,1073,Easy,Sorting,1
19,1117,Easy,Graphs,1
19,1165,Hard,Arrays,0
19,1140,Easy,Graphs,1
19,1135,Hard,Math,0
19,1127,Easy,Math,1
19,1035,Medium,Arrays,1
19,1130,Easy,Greedy,0
19,1120,Medium,Greedy,1
19,1070,Hard,Graphs,1
19,1050,Hard,Trees,0
19,1029,Easy,Math,1
19,1085,Easy,Arrays,1
19,1042,Easy,DP,0
19,1118,Hard,Graphs,1
19,1166,Easy,Strings,1
19,1066,Medium,Sorting,0
19,1048,Hard,Graphs,0
19,1004,Medium,Graphs,0
19,1087,Medium,Math,0
19,1076,Hard,Greedy,0
19,1146,Hard,Arrays,0
19,1173,Easy,Greedy,1
19,1190,Medium,Graphs,0
19,1045,Hard,Trees,0
19,1157,Medium,Arrays,1
19,1164,Hard,DP,1
19,1104,Hard,Greedy,0
19,1110,Easy,Sorting,1
19,1132,Hard,Graphs,0
19,1084,Easy,Arrays,1
19,1023,Easy,Greedy,1
19,1103,Easy,Arrays,1
19,1025,Hard,Graphs,1
19,1183,Easy,Strings,1
19,1036,Easy,Arrays,1
19,1123,Medium,Strings,0
19,1083,Medium,Arrays,0
19,1064,Easy,DP,1
19,1002,Medium,Greedy,0
19,1067,Easy,Strings,1
19,1099,Medium,DP,1
19,1061,Medium,Graphs,1
19,1115,Easy,Sorting,1
19,1069,Easy,Greedy,1
19,1188,Easy,Graphs,1
19,1078,Hard,Strings,0
19,1150,Medium,Math,1
19,1147,Easy,Trees,1
19,1003,Easy,Graphs,1
19,1160,Medium,Graphs,1
19,1093,Easy,Trees,1
19,1158,Easy,Arrays,1
19,1016,Easy,Strings,1
19,1031,Medium,DP,0
19,1192,Medium,Trees,1
19,1079,Medium,Sorting,1
20,1009,Easy,Math,1
20,1074,Hard,DP,0
20,1105,Easy,Sorting,1
20,1047,Medium,Graphs,0
20,1035,Medium,Arrays,1
20,1165,Hard,Arrays,0
20,1187,Easy,Greedy,1
20,1166,Easy,Strings,0
20,1108,Easy,Trees,0
20,1096,Easy,Strings,1
20,1098,Easy,Greedy,1
20,1115,Easy,Sorting,1
20,1097,Hard,Graphs,1
20,1188,Easy,Graphs,1
20,1021,Hard,Strings,1
20,1175,Easy,Math,1
20,1170,Easy,Arrays,1
20,1139,Hard,DP,0
20,1196,Medium,DP,1
20,1168,Hard,Greedy,0
20,1090,Easy,Sorting,1
20,1031,Medium,DP,0
20,1046,Easy,DP,1
20,1138,Hard,Graphs,0
20,1101,Medium,Graphs,1
20,1136,Medium,Arrays,1
20,1033,Easy,Trees,1
20,1058,Easy,Arrays,1
20,1001,Medium,Arrays,1
20,1006,Easy,Greedy,0
20,1077,Medium,Trees,0
20,1119,Medium,Greedy,1
20,1140,Easy,Graphs,1
20,1109,Easy,Sorting,1
20,1137,Medium,Math,1
20,1190,Medium,Graphs,0
20,1059,Hard,Math,0
20,1064,Easy,DP,1
20,1118,Hard,Graphs,1
20,1089,Medium,Sorting,0
20,1040,Easy,Sorting,1
